34	24
35	26
36	45
37	236
38	221
39	421
40	384
41	669
42	2003
43	1600
44	3929
45	2027
46	2227
47	1813
48	332
49	152
50	386
51	766
52	143
53	77
54	214
55	247
56	314
57	285
58	226
59	62
60	4777
62	3
64	13
65	5
66	433
67	1
70	31
71	2
72	3
73	2
74	12
75	2
76	111
79	2
82	5
83	333
84	91
85	5
86	899
87	9
88	12
89	2
90	46
91	4
